region	chr	midPos	Nsites
(1989,2530)(309012,309691)(300000,350000)	JASDQU010738349.1	325000	543	0.166643
(520,667)(184011,184160)(150000,200000)	JASDQU010738355.1	175000	149	-0.004571
(3107,3526)(194429,194848)(150000,200000)	JASDQU010738364.1	175000	421	0.425586
(849,961)(55236,55359)(50000,100000)	JASDQU010738369.1	75000	114	0.048503
(489,801)(272017,272600)(250000,300000)	JASDQU010738373.1	275000	314	0.194411
(1095,1784)(155979,159365)(150000,200000)	JASDQU010738374.1	175000	691	0.037803
(33,481)(103615,122760)(100000,150000)	JASDQU010738376.1	125000	450	0.091246
(3431,3477)(79360,79444)(50000,100000)	JASDQU010738377.1	75000	48	0.130757
(1204,2054)(427210,428119)(400000,450000)	JASDQU010738398.1	425000	852	0.693522
(490,1794)(66318,89541)(50000,100000)	JASDQU010738410.1	75000	1306	0.242538
(22,367)(100000,100378)(100000,150000)	JASDQU010738414.1	125000	347	0.538844
(127,827)(158814,169873)(150000,200000)	JASDQU010738437.1	175000	702	0.075720
(649,1341)(157520,158233)(150000,200000)	JASDQU010738455.1	175000	694	0.019767
(1974,2652)(167561,168304)(150000,200000)	JASDQU010738461.1	175000	680	0.344575
(1466,1932)(64222,64688)(50000,100000)	JASDQU010738467.1	75000	468	0.055767
(1933,1981)(102358,143245)(100000,150000)	JASDQU010738467.1	125000	50	0.130304
(524,1586)(190682,198499)(150000,200000)	JASDQU010738479.1	175000	1064	0.295326
(4857,5850)(56949,57972)(50000,100000)	JASDQU010738480.1	75000	995	0.293793
(361,466)(506290,506433)(500000,550000)	JASDQU010738489.1	525000	107	0.392849
(467,758)(699707,699999)(650000,700000)	JASDQU010738489.1	675000	293	-0.008333
(759,1369)(700000,700610)(700000,750000)	JASDQU010738489.1	725000	612	0.713725
(67,639)(50574,64328)(50000,100000)	JASDQU010738493.1	75000	574	0.060493
(814,2627)(200908,246801)(200000,250000)	JASDQU010738510.1	225000	1815	0.408898
(24,283)(300428,327131)(300000,350000)	JASDQU010738529.1	325000	261	0.128052
(1953,2048)(186880,186994)(150000,200000)	JASDQU010738533.1	175000	97	-0.013022
(1004,1238)(99488,99770)(50000,100000)	JASDQU010738540.1	75000	236	0.369546
(112,952)(109567,110412)(100000,150000)	JASDQU010738577.1	125000	842	0.032562
(4660,6235)(214877,244523)(200000,250000)	JASDQU010738623.1	225000	1577	0.019661
(374,550)(206579,206760)(200000,250000)	JASDQU010738625.1	225000	178	0.511977
(2421,3158)(217592,218330)(200000,250000)	JASDQU010738640.1	225000	739	0.031174
(3159,4296)(251747,281005)(250000,300000)	JASDQU010738640.1	275000	1139	0.137659
(182,814)(217102,219485)(200000,250000)	JASDQU010738643.1	225000	634	0.007937
(815,1752)(604690,607816)(600000,650000)	JASDQU010738643.1	625000	939	0.225105
(1753,1814)(696228,696297)(650000,700000)	JASDQU010738643.1	675000	63	0.213381
(324,571)(236305,236552)(200000,250000)	JASDQU010738687.1	225000	249	0.075132
(674,1040)(118787,129103)(100000,150000)	JASDQU010738697.1	125000	368	0.223821
(305,1403)(196194,197589)(150000,200000)	JASDQU010738702.1	175000	1100	0.162733
(86,2783)(101302,107868)(100000,150000)	JASDQU010738704.1	125000	2699	0.248564
(2365,2611)(150000,150277)(150000,200000)	JASDQU010738706.1	175000	248	0.232439
(3387,4043)(176382,177178)(150000,200000)	JASDQU010738712.1	175000	658	0.013278
(4044,4810)(232646,233425)(200000,250000)	JASDQU010738712.1	225000	768	-0.003630
(2063,2079)(140773,140792)(100000,150000)	JASDQU010738717.1	125000	18	0.041702
(253,286)(118927,119025)(100000,150000)	JASDQU010738718.1	125000	35	0.060281
(287,1135)(170359,171436)(150000,200000)	JASDQU010738718.1	175000	850	0.152095
(378,401)(53687,53711)(50000,100000)	JASDQU010738720.1	75000	25	0.056587
(402,936)(118322,128820)(100000,150000)	JASDQU010738720.1	125000	536	0.381464
(937,1510)(218458,219049)(200000,250000)	JASDQU010738720.1	225000	575	0.108412
(1279,1639)(150072,150464)(150000,200000)	JASDQU010738721.1	175000	362	0.100613
(647,2587)(121664,140748)(100000,150000)	JASDQU010738731.1	125000	1942	0.032531
(333,415)(455605,460580)(450000,500000)	JASDQU010738732.1	475000	84	0.055723
(207,337)(87119,87735)(50000,100000)	JASDQU010738739.1	75000	132	0.009572
(338,366)(304295,304351)(300000,350000)	JASDQU010738739.1	325000	30	0.024941
(3884,3929)(50000,50096)(50000,100000)	JASDQU010738741.1	75000	47	0.037323
(1459,2265)(90117,90933)(50000,100000)	JASDQU010738754.1	75000	808	0.665734
(2266,2622)(149508,149999)(100000,150000)	JASDQU010738754.1	125000	358	0.032636
(2810,3119)(160308,193289)(150000,200000)	JASDQU010738758.1	175000	311	0.094868
(247,715)(190941,191412)(150000,200000)	JASDQU010738761.1	175000	470	0.359811
(74,1036)(148480,149446)(100000,150000)	JASDQU010738785.1	125000	964	0.332467
(770,886)(192349,192538)(150000,200000)	JASDQU010738803.1	175000	118	0.073307
(887,1106)(252119,252452)(250000,300000)	JASDQU010738803.1	275000	221	0.465975
(1126,1933)(160364,161216)(150000,200000)	JASDQU010738806.1	175000	809	0.564216
(355,401)(152507,152564)(150000,200000)	JASDQU010738829.1	175000	48	0.094098
(402,700)(253610,253926)(250000,300000)	JASDQU010738829.1	275000	300	0.123697
(701,1163)(301618,302239)(300000,350000)	JASDQU010738829.1	325000	464	0.396695
(1515,2259)(100919,101711)(100000,150000)	JASDQU010738833.1	125000	746	0.165617
(335,639)(157770,158090)(150000,200000)	JASDQU010738844.1	175000	306	0.143274
(640,682)(493349,493406)(450000,500000)	JASDQU010738844.1	475000	44	0.058476
(195,1748)(87162,96154)(50000,100000)	JASDQU010738847.1	75000	1555	0.221478
(4804,6063)(126333,127613)(100000,150000)	JASDQU010738852.1	125000	1261	0.466613
(10409,11021)(100000,100993)(100000,150000)	JASDQU010738858.1	125000	614	0.133643
(1209,1230)(161030,161060)(150000,200000)	JASDQU010738859.1	175000	23	-0.001264
(1322,1402)(193443,193552)(150000,200000)	JASDQU010738866.1	175000	82	0.165150
(1403,1713)(304714,305065)(300000,350000)	JASDQU010738866.1	325000	312	0.027005
(422,873)(128881,129419)(100000,150000)	JASDQU010738869.1	125000	453	0.105776
(787,1028)(104896,105253)(100000,150000)	JASDQU010738870.1	125000	243	0.220638
(1236,1262)(133611,133647)(100000,150000)	JASDQU010738883.1	125000	28	0.274034
(1312,2004)(163022,163732)(150000,200000)	JASDQU010738891.1	175000	694	0.252681
(1495,1866)(82780,83167)(50000,100000)	JASDQU010738897.1	75000	373	0.228438
(1919,3323)(50000,51536)(50000,100000)	JASDQU010738908.1	75000	1406	0.084878
(126,337)(264388,264729)(250000,300000)	JASDQU010738918.1	275000	213	0.033297
(519,1348)(114404,128101)(100000,150000)	JASDQU010738936.1	125000	831	0.506749
(1349,1662)(250421,250905)(250000,300000)	JASDQU010738936.1	275000	315	0.079967
(1663,2531)(364305,376386)(350000,400000)	JASDQU010738936.1	375000	870	0.023026
(2532,2587)(476776,496464)(450000,500000)	JASDQU010738936.1	475000	57	-0.017099
(56,388)(58662,59129)(50000,100000)	JASDQU010738956.1	75000	334	0.059523
(2470,2679)(120421,120635)(100000,150000)	JASDQU010738991.1	125000	211	0.347129
(2251,2579)(58197,88793)(50000,100000)	JASDQU010738994.1	75000	330	0.039981
(1118,1275)(112884,113043)(100000,150000)	JASDQU010738998.1	125000	159	0.030022
(3142,3236)(298834,299189)(250000,300000)	JASDQU010739005.1	275000	96	0.010730
(57,4036)(107387,137744)(100000,150000)	JASDQU010739006.1	125000	3981	0.367546
(748,1031)(244051,244375)(200000,250000)	JASDQU010739007.1	225000	285	0.290993
(128,179)(81349,81401)(50000,100000)	JASDQU010739015.1	75000	53	0.068240
(180,430)(194497,194877)(150000,200000)	JASDQU010739015.1	175000	252	0.080148
(431,671)(223221,245181)(200000,250000)	JASDQU010739015.1	225000	242	0.059884
(306,926)(159120,181199)(150000,200000)	JASDQU010739033.1	175000	622	0.125990
(927,1168)(446228,446709)(400000,450000)	JASDQU010739033.1	425000	243	0.275738
(6,797)(68391,69194)(50000,100000)	JASDQU010739055.1	75000	793	0.514111
(100,346)(65444,65702)(50000,100000)	JASDQU010739056.1	75000	248	0.051398
(1111,1962)(293524,294493)(250000,300000)	JASDQU010739060.1	275000	853	0.187034
(153,336)(426213,426401)(400000,450000)	JASDQU010739087.1	425000	185	0.027679
(337,470)(458681,459734)(450000,500000)	JASDQU010739087.1	475000	135	0.000699
(200,1566)(101506,103401)(100000,150000)	JASDQU010739092.1	125000	1368	0.130113
(111,573)(109855,110396)(100000,150000)	JASDQU010739115.1	125000	464	0.050594
(574,1081)(153313,153830)(150000,200000)	JASDQU010739115.1	175000	509	0.286658
(298,526)(138172,138401)(100000,150000)	JASDQU010739129.1	125000	230	0.021499
(186,868)(115997,144600)(100000,150000)	JASDQU010739139.1	125000	684	0.124390
(869,1553)(157011,180302)(150000,200000)	JASDQU010739139.1	175000	686	0.276387
(940,1525)(181644,182249)(150000,200000)	JASDQU010739140.1	175000	587	0.060560
(820,980)(95770,95931)(50000,100000)	JASDQU010739153.1	75000	162	0.040173
(3375,8209)(356650,363323)(350000,400000)	JASDQU010739154.1	375000	4836	0.343183
(11,478)(143470,144025)(100000,150000)	JASDQU010739177.1	125000	469	0.785240
(132,1956)(153542,155376)(150000,200000)	JASDQU010739180.1	175000	1826	0.425102
(1957,2216)(322552,323032)(300000,350000)	JASDQU010739180.1	325000	261	0.206579
(220,788)(68990,69596)(50000,100000)	JASDQU010739182.1	75000	570	0.381938
(129,750)(229043,229702)(200000,250000)	JASDQU010739185.1	225000	623	0.355319
(68,211)(114249,114450)(100000,150000)	JASDQU010739189.1	125000	145	0.860550
(359,753)(198011,198574)(150000,200000)	JASDQU010739191.1	175000	396	0.072012
(526,1862)(121881,123255)(100000,150000)	JASDQU010739195.1	125000	1338	0.258976
(1863,2086)(173009,173236)(150000,200000)	JASDQU010739195.1	175000	225	0.087433
(587,623)(301719,301767)(300000,350000)	JASDQU010739207.1	325000	38	0.030792
(624,1038)(399576,399999)(350000,400000)	JASDQU010739207.1	375000	416	0.248289
(1039,1218)(400000,400181)(400000,450000)	JASDQU010739207.1	425000	181	0.396658
(8,230)(178354,178661)(150000,200000)	JASDQU010739218.1	175000	224	0.112293
(599,894)(118345,118776)(100000,150000)	JASDQU010739234.1	125000	297	0.465511
(125,1313)(111782,112973)(100000,150000)	JASDQU010739238.1	125000	1190	0.275058
(1314,1324)(171307,171361)(150000,200000)	JASDQU010739238.1	175000	12	0.021884
(254,450)(297782,298022)(250000,300000)	JASDQU010739270.1	275000	198	0.095616
(1812,2030)(272092,272311)(250000,300000)	JASDQU010739276.1	275000	220	0.049264
(2031,2612)(327259,347025)(300000,350000)	JASDQU010739276.1	325000	583	0.094353
(2613,3204)(391843,392438)(350000,400000)	JASDQU010739276.1	375000	593	0.369533
(153,565)(93590,94025)(50000,100000)	JASDQU010739288.1	75000	414	0.029082
(3514,3867)(66604,67029)(50000,100000)	JASDQU010739299.1	75000	355	0.698998
(135,794)(175936,176646)(150000,200000)	JASDQU010739310.1	175000	661	0.105188
(506,571)(56823,56899)(50000,100000)	JASDQU010739327.1	75000	67	0.148289
(1293,4824)(125285,131706)(100000,150000)	JASDQU010739345.1	125000	3533	0.466566
(24,95)(229295,229371)(200000,250000)	JASDQU010739346.1	225000	73	0.200213
(32,2144)(127044,138839)(100000,150000)	JASDQU010739373.1	125000	2114	0.275115
(1436,2691)(175456,177032)(150000,200000)	JASDQU010739382.1	175000	1257	0.293548
(2692,5074)(274888,277538)(250000,300000)	JASDQU010739382.1	275000	2384	0.395808
(333,552)(135671,135900)(100000,150000)	JASDQU010739402.1	125000	221	0.016197
(553,1754)(379507,399999)(350000,400000)	JASDQU010739402.1	375000	1203	0.120286
(737,1933)(162978,169347)(150000,200000)	JASDQU010739405.1	175000	1198	0.094992
(105,3133)(284316,288231)(250000,300000)	JASDQU010739409.1	275000	3030	0.415222
(991,2300)(107159,110340)(100000,150000)	JASDQU010739431.1	125000	1311	0.251351
(151,2660)(54209,98328)(50000,100000)	JASDQU010739446.1	75000	2511	0.136788
(92,682)(75326,75930)(50000,100000)	JASDQU010739489.1	75000	592	-0.000315
(1215,1519)(233045,233370)(200000,250000)	JASDQU010739495.1	225000	306	0.172783
(1526,2989)(219588,221070)(200000,250000)	JASDQU010739497.1	225000	1465	0.027842
(271,611)(50000,99999)(50000,100000)	JASDQU010739499.1	75000	342	0.202532
(612,1486)(100000,101092)(100000,150000)	JASDQU010739499.1	125000	876	0.059126
(422,1823)(105196,106597)(100000,150000)	JASDQU010739514.1	125000	1403	0.374987
(459,1937)(264490,267272)(250000,300000)	JASDQU010739533.1	275000	1480	0.234020
(2367,4338)(58872,62201)(50000,100000)	JASDQU010739582.1	75000	1973	0.415348
(573,1230)(323931,339313)(300000,350000)	JASDQU010739633.1	325000	659	0.036562
(1860,2838)(171661,172661)(150000,200000)	JASDQU010739664.1	175000	980	0.051437
(690,926)(112267,113097)(100000,150000)	JASDQU010739669.1	125000	238	0.069092
(1058,1274)(192819,193042)(150000,200000)	JASDQU010739673.1	175000	218	0.011071
(1275,2659)(236180,237567)(200000,250000)	JASDQU010739673.1	225000	1386	0.113015
(457,1382)(120786,135813)(100000,150000)	JASDQU010739692.1	125000	927	0.030973
(803,1381)(210079,210880)(200000,250000)	JASDQU010739697.1	225000	580	0.017972
(1504,1579)(220977,245679)(200000,250000)	JASDQU010739699.1	225000	77	0.027025
(2297,6442)(208409,224272)(200000,250000)	JASDQU010739700.1	225000	4147	0.772261
(6443,7731)(261463,263244)(250000,300000)	JASDQU010739700.1	275000	1290	0.650005
(1488,2243)(116393,117149)(100000,150000)	JASDQU010739703.1	125000	757	0.413515
(1407,2047)(198782,199484)(150000,200000)	JASDQU010739706.1	175000	642	0.090088
(3076,3137)(90928,91045)(50000,100000)	JASDQU010739737.1	75000	63	0.095779
(447,644)(183467,183672)(150000,200000)	JASDQU010739743.1	175000	199	0.033249
(645,859)(200802,201886)(200000,250000)	JASDQU010739743.1	225000	216	0.029569
(860,1178)(313542,313966)(300000,350000)	JASDQU010739743.1	325000	320	0.103821
(1825,5894)(200059,237614)(200000,250000)	JASDQU010739752.1	225000	4071	0.449039
(5895,6774)(288383,289315)(250000,300000)	JASDQU010739752.1	275000	881	0.334885
(1757,3605)(52114,53964)(50000,100000)	JASDQU010739759.1	75000	1850	0.238604
(3689,4504)(211128,212627)(200000,250000)	JASDQU010739773.1	225000	817	0.297877
(1102,10088)(68091,95221)(50000,100000)	JASDQU010739779.1	75000	8988	0.568845
(10089,10352)(163818,164083)(150000,200000)	JASDQU010739779.1	175000	265	0.155210
(684,3903)(115853,124300)(100000,150000)	JASDQU010739789.1	125000	3221	0.203999
(2515,2890)(214561,215242)(200000,250000)	JASDQU010739797.1	225000	377	0.037325
(49,1164)(107875,109010)(100000,150000)	JASDQU010739802.1	125000	1117	0.183098
(2254,4896)(50410,53136)(50000,100000)	JASDQU010739847.1	75000	2644	0.459230
(627,1111)(273600,274094)(250000,300000)	JASDQU010739871.1	275000	486	0.315107
(1403,1768)(157367,157793)(150000,200000)	JASDQU010739874.1	175000	367	0.557537
(1451,1570)(111549,111679)(100000,150000)	JASDQU010739889.1	125000	121	0.052627
(262,270)(220417,220425)(200000,250000)	JASDQU010739907.1	225000	10	0.058210
(117,286)(154761,154930)(150000,200000)	JASDQU010739920.1	175000	171	0.061983
(1023,1444)(121258,121775)(100000,150000)	JASDQU010739946.1	125000	423	0.424717
(2747,2751)(53508,53513)(50000,100000)	JASDQU010739949.1	75000	6	0.066019
(23,1847)(316259,320637)(300000,350000)	JASDQU010739955.1	325000	1826	0.177860
(34,344)(298621,298938)(250000,300000)	JASDQU010739960.1	275000	312	-0.028105
(600,763)(80788,80960)(50000,100000)	JASDQU010739961.1	75000	165	0.277651
(541,558)(166840,166868)(150000,200000)	JASDQU010739963.1	175000	19	0.036890
(2281,6441)(185716,199999)(150000,200000)	JASDQU010739968.1	175000	4162	0.351280
(638,811)(105587,105776)(100000,150000)	JASDQU010739971.1	125000	175	0.021397
(812,1098)(196936,197224)(150000,200000)	JASDQU010739971.1	175000	288	0.156658
(1442,1897)(266586,267149)(250000,300000)	JASDQU010739981.1	275000	457	0.117230
(2256,3436)(100000,103216)(100000,150000)	JASDQU010750296.1	125000	1182	0.540619
(173,292)(61554,61681)(50000,100000)	JASDQU010750345.1	75000	121	0.041430
(4789,5090)(52826,53130)(50000,100000)	JASDQU010750355.1	75000	303	0.155789
(131,324)(86622,86825)(50000,100000)	JASDQU010750468.1	75000	195	0.282196
(855,2824)(54199,99251)(50000,100000)	JASDQU010750867.1	75000	1971	0.193737
(593,1610)(59416,83548)(50000,100000)	JASDQU010750871.1	75000	1019	0.589390
(1611,1671)(245824,245908)(200000,250000)	JASDQU010750871.1	225000	62	0.883599
(752,1049)(61480,61848)(50000,100000)	JASDQU010750877.1	75000	299	0.038297
(624,2616)(51949,55274)(50000,100000)	JASDQU010750987.1	75000	1994	0.566491
(4492,5571)(50559,60031)(50000,100000)	JASDQU010751038.1	75000	1081	0.118103
(959,1385)(170332,180711)(150000,200000)	JASDQU010751062.1	175000	428	0.655222
(229,2522)(50000,53816)(50000,100000)	JASDQU010751357.1	75000	2295	0.191635
(273,4911)(55893,63453)(50000,100000)	JASDQU010751389.1	75000	4640	0.387904
(94,516)(59731,60218)(50000,100000)	JASDQU010751401.1	75000	424	0.209324
(721,750)(59161,59448)(50000,100000)	JASDQU010751449.1	75000	31	0.000318
(329,1126)(57114,57912)(50000,100000)	JASDQU010751757.1	75000	799	0.187838
(188,409)(50403,50628)(50000,100000)	JASDQU010751759.1	75000	223	0.307225
(327,1137)(60062,60932)(50000,100000)	JASDQU010751894.1	75000	812	0.266913
(1003,1967)(50839,58073)(50000,100000)	JASDQU010752440.1	75000	966	0.119041
(1126,1216)(69944,70039)(50000,100000)	JASDQU010752583.1	75000	92	0.013490
(517,568)(70897,70964)(50000,100000)	JASDQU010752655.1	75000	53	0.198087
(224,819)(50000,50596)(50000,100000)	JASDQU010752819.1	75000	597	0.481376
(147,888)(78348,79091)(50000,100000)	JASDQU010752822.1	75000	743	0.244140
(77,799)(75500,76257)(50000,100000)	JASDQU010753111.1	75000	724	0.492423
(902,2406)(75633,77285)(50000,100000)	JASDQU010753471.1	75000	1506	0.273260
(378,773)(63766,64249)(50000,100000)	JASDQU010753600.1	75000	397	0.359591
(945,3792)(50000,60061)(50000,100000)	JASDQU010753871.1	75000	2849	0.114453
(2510,4840)(52339,72262)(50000,100000)	JASDQU010753988.1	75000	2332	0.486450
(253,636)(50838,51226)(50000,100000)	JASDQU010754167.1	75000	385	0.184908
(35,1280)(55781,57147)(50000,100000)	JASDQU010754483.1	75000	1247	0.526627
(494,719)(50000,50227)(50000,100000)	JASDQU010754586.1	75000	227	0.265416
(506,610)(50000,50106)(50000,100000)	JASDQU010755001.1	75000	106	0.030541
(897,1050)(171337,171559)(150000,200000)	JASDQU010790031.1	175000	155	0.051530
(702,1202)(292689,293219)(250000,300000)	JASDQU010790038.1	275000	502	0.241839
(151,1254)(150000,189202)(150000,200000)	JASDQU010790043.1	175000	1105	0.091660
(1063,1183)(90245,90365)(50000,100000)	JASDQU010790072.1	75000	122	0.462398
(127,737)(71656,72382)(50000,100000)	JASDQU010790081.1	75000	612	0.110839
(258,289)(112267,112300)(100000,150000)	JASDQU010790114.1	125000	33	0.080747
(290,455)(186823,187020)(150000,200000)	JASDQU010790114.1	175000	167	0.213039
(211,518)(261242,261549)(250000,300000)	JASDQU010790143.1	275000	309	0.017628
(283,1485)(62789,64217)(50000,100000)	JASDQU010790161.1	75000	1204	0.140942
(89,1167)(69396,70476)(50000,100000)	JASDQU010790174.1	75000	1080	0.334466
(101,321)(312318,312542)(300000,350000)	JASDQU010790190.1	325000	222	-0.008060
(579,628)(195888,195977)(150000,200000)	JASDQU010790208.1	175000	51	0.322057
(693,1410)(219449,220178)(200000,250000)	JASDQU010790211.1	225000	719	0.500359
(43,879)(84494,85351)(50000,100000)	JASDQU010790214.1	75000	838	0.249376
(880,1194)(175509,175836)(150000,200000)	JASDQU010790214.1	175000	316	0.063285
(548,1345)(159458,168016)(150000,200000)	JASDQU010790220.1	175000	799	0.018024
(673,686)(193044,193079)(150000,200000)	JASDQU010790234.1	175000	15	0.049374
(1310,2196)(100687,101574)(100000,150000)	JASDQU010790239.1	125000	888	0.023714
(691,3295)(118766,121378)(100000,150000)	JASDQU010790241.1	125000	2606	0.469352
(3296,3371)(316169,316264)(300000,350000)	JASDQU010790241.1	325000	77	0.094821
